 -3.0000000000E+00 -7.0000000000E+00  5.21488E-09  1.00000E+02
 -3.0000000000E+00 -6.8600000000E+00  1.06228E-08  1.00000E+02
 -3.0000000000E+00 -6.7200000000E+00  0.00000E+00  0.00000E+00
 -3.0000000000E+00 -6.5800000000E+00  1.48620E-08  1.00000E+02
 -3.0000000000E+00 -6.4400000000E+00  0.00000E+00  0.00000E+00
 -3.0000000000E+00 -6.3000000000E+00  0.00000E+00  0.00000E+00
 -3.0000000000E+00 -6.1600000000E+00  0.00000E+00  0.00000E+00
 -3.0000000000E+00 -6.0200000000E+00  3.96710E-09  1.00000E+02
 -3.0000000000E+00 -5.8800000000E+00  7.02513E-09  1.00000E+02
 -3.0000000000E+00 -5.7400000000E+00  0.00000E+00  0.00000E+00
 -3.0000000000E+00 -5.6000000000E+00  6.49401E-09  1.00000E+02
 -3.0000000000E+00 -5.4600000000E+00  1.91511E-08  6.84401E+01
 -3.0000000000E+00 -5.3200000000E+00  1.95259E-08  6.43311E+01
 -3.0000000000E+00 -5.1800000000E+00  9.91341E-08  1.00000E+02
 -3.0000000000E+00 -5.0400000000E+00  2.55491E-05  6.24861E+00
 -3.0000000000E+00 -4.9000000000E+00  1.67735E-06  6.78697E+01
 -3.0000000000E+00 -4.7600000000E+00  2.56028E-05  9.76935E+00
 -3.0000000000E+00 -4.6200000000E+00  6.60670E-06  6.67094E+00
 -3.0000000000E+00 -4.4800000000E+00  1.85279E-05  5.86116E+00
 -3.0000000000E+00 -4.3400000000E+00  1.57977E-05  1.58741E+01
 -3.0000000000E+00 -4.2000000000E+00  1.20582E-05  1.38697E+01
 -3.0000000000E+00 -4.0600000000E+00  1.80735E-05  1.36011E+01
 -3.0000000000E+00 -3.9200000000E+00  7.64067E-06  9.46517E+00
 -3.0000000000E+00 -3.7800000000E+00  2.23808E-05  1.86853E+00
 -3.0000000000E+00 -3.6400000000E+00  2.92727E-06  6.10703E+01
 -3.0000000000E+00 -3.5000000000E+00  3.58722E-05  3.05805E+00
 -3.0000000000E+00 -3.3600000000E+00  3.61648E-05  1.46988E+00
 -3.0000000000E+00 -3.2200000000E+00  3.53238E-05  3.92904E+00
 -3.0000000000E+00 -3.0800000000E+00  3.65074E-05  3.82616E+00
 -3.0000000000E+00 -2.9400000000E+00  3.57578E-05  4.76187E+00
 -3.0000000000E+00 -2.8000000000E+00  3.32377E-05  3.64563E+00
 -3.0000000000E+00 -2.6600000000E+00  3.20068E-05  3.49395E+00
 -3.0000000000E+00 -2.5200000000E+00  3.29427E-05  4.01680E+00
 -3.0000000000E+00 -2.3800000000E+00  3.18902E-05  3.07998E+00
 -3.0000000000E+00 -2.2400000000E+00  3.18191E-05  6.81465E+00
 -3.0000000000E+00 -2.1000000000E+00  3.06452E-05  2.52148E+00
 -3.0000000000E+00 -1.9600000000E+00  3.37514E-05  3.78369E+00
 -3.0000000000E+00 -1.8200000000E+00  3.40597E-05  5.46250E+00
 -3.0000000000E+00 -1.6800000000E+00  3.19283E-05  3.64328E+00
 -3.0000000000E+00 -1.5400000000E+00  3.06555E-05  4.80475E+00
 -3.0000000000E+00 -1.4000000000E+00  3.30664E-05  4.98264E+00
 -3.0000000000E+00 -1.2600000000E+00  3.32802E-05  6.46542E+00
 -3.0000000000E+00 -1.1200000000E+00  3.15019E-05  5.15939E+00
 -3.0000000000E+00 -9.8000000000E-01  3.16413E-05  6.79550E+00
 -3.0000000000E+00 -8.4000000000E-01  3.30540E-05  4.98229E+00
 -3.0000000000E+00 -7.0000000000E-01  3.13904E-05  6.20965E+00
